entity,iso_code,date,indicator,value
United States,USA,09/11/2021,Daily ICU occupancy per million,33.569
United States,USA,09/11/2021,Daily hospital occupancy,41731
United States,USA,09/11/2021,Daily hospital occupancy per million,123.359
United States,USA,09/11/2021,Weekly new hospital admissions,36545
United States,USA,09/11/2021,Weekly new hospital admissions per million,108.029
United States,USA,10/11/2021,Daily ICU occupancy,11289
United States,USA,10/11/2021,Daily ICU occupancy per million,33.371
United States,USA,10/11/2021,Daily hospital occupancy,41806
United States,USA,10/11/2021,Daily hospital occupancy per million,123.58
United States,USA,10/11/2021,Weekly new hospital admissions,36751
United States,USA,10/11/2021,Weekly new hospital admissions per million,108.638
United States,USA,11/11/2021,Daily ICU occupancy,11280
United States,USA,11/11/2021,Daily ICU occupancy per million,33.344
United States,USA,11/11/2021,Daily hospital occupancy,41718
United States,USA,11/11/2021,Daily hospital occupancy per million,123.32
United States,USA,11/11/2021,Weekly new hospital admissions,37030
United States,USA,11/11/2021,Weekly new hospital admissions per million,109.462
United States,USA,12/11/2021,Daily ICU occupancy,11271
United States,USA,12/11/2021,Daily ICU occupancy per million,33.318
United States,USA,12/11/2021,Daily hospital occupancy,41633
United States,USA,12/11/2021,Daily hospital occupancy per million,123.069
United States,USA,12/11/2021,Weekly new hospital admissions,37331
United States,USA,12/11/2021,Weekly new hospital admissions per million,110.352
United States,USA,13/11/2021,Daily ICU occupancy,11296
United States,USA,13/11/2021,Daily ICU occupancy per million,33.391
United States,USA,13/11/2021,Daily hospital occupancy,41372
United States,USA,13/11/2021,Daily hospital occupancy per million,122.297
United States,USA,13/11/2021,Weekly new hospital admissions,37795
United States,USA,13/11/2021,Weekly new hospital admissions per million,111.724
United States,USA,14/11/2021,Daily ICU occupancy,11264
United States,USA,14/11/2021,Daily ICU occupancy per million,33.297
United States,USA,14/11/2021,Daily hospital occupancy,41872
United States,USA,14/11/2021,Daily hospital occupancy per million,123.776
United States,USA,14/11/2021,Weekly new hospital admissions,38105
United States,USA,14/11/2021,Weekly new hospital admissions per million,112.64
United States,USA,15/11/2021,Daily ICU occupancy,11534
United States,USA,15/11/2021,Daily ICU occupancy per million,34.095
United States,USA,15/11/2021,Daily hospital occupancy,43286
United States,USA,15/11/2021,Daily hospital occupancy per million,127.955
United States,USA,15/11/2021,Weekly new hospital admissions,38431
United States,USA,15/11/2021,Weekly new hospital admissions per million,113.604
United States,USA,16/11/2021,Daily ICU occupancy,11600
United States,USA,16/11/2021,Daily ICU occupancy per million,34.29
United States,USA,16/11/2021,Daily hospital occupancy,44010
United States,USA,16/11/2021,Daily hospital occupancy per million,130.096
United States,USA,16/11/2021,Weekly new hospital admissions,39083
United States,USA,16/11/2021,Weekly new hospital admissions per million,115.531
United States,USA,17/11/2021,Daily ICU occupancy,11664
United States,USA,17/11/2021,Daily ICU occupancy per million,34.479
United States,USA,17/11/2021,Daily hospital occupancy,44366
United States,USA,17/11/2021,Daily hospital occupancy per million,131.148
United States,USA,17/11/2021,Weekly new hospital admissions,39748
United States,USA,17/11/2021,Weekly new hospital admissions per million,117.497
United States,USA,18/11/2021,Daily ICU occupancy,11792
United States,USA,18/11/2021,Daily ICU occupancy per million,34.858
United States,USA,18/11/2021,Daily hospital occupancy,45095
United States,USA,18/11/2021,Daily hospital occupancy per million,133.303
United States,USA,18/11/2021,Weekly new hospital admissions,40607
United States,USA,18/11/2021,Weekly new hospital admissions per million,120.036
United States,USA,19/11/2021,Daily ICU occupancy,11823
United States,USA,19/11/2021,Daily ICU occupancy per million,34.949
United States,USA,19/11/2021,Daily hospital occupancy,45157
United States,USA,19/11/2021,Daily hospital occupancy per million,133.486
United States,USA,19/11/2021,Weekly new hospital admissions,41012
United States,USA,19/11/2021,Weekly new hospital admissions per million,121.233
United States,USA,20/11/2021,Daily ICU occupancy,11785
United States,USA,20/11/2021,Daily ICU occupancy per million,34.837
United States,USA,20/11/2021,Daily hospital occupancy,44825
United States,USA,20/11/2021,Daily hospital occupancy per million,132.505
United States,USA,20/11/2021,Weekly new hospital admissions,41396
United States,USA,20/11/2021,Weekly new hospital admissions per million,122.368
United States,USA,21/11/2021,Daily ICU occupancy,11973
United States,USA,21/11/2021,Daily ICU occupancy per million,35.393
United States,USA,21/11/2021,Daily hospital occupancy,45373
United States,USA,21/11/2021,Daily hospital occupancy per million,134.125
United States,USA,21/11/2021,Weekly new hospital admissions,41823
United States,USA,21/11/2021,Weekly new hospital admissions per million,123.631
United States,USA,22/11/2021,Daily ICU occupancy,12296
United States,USA,22/11/2021,Daily ICU occupancy per million,36.348
United States,USA,22/11/2021,Daily hospital occupancy,46834
United States,USA,22/11/2021,Daily hospital occupancy per million,138.443
United States,USA,22/11/2021,Weekly new hospital admissions,42571
United States,USA,22/11/2021,Weekly new hospital admissions per million,125.842
United States,USA,23/11/2021,Daily ICU occupancy,12329
United States,USA,23/11/2021,Daily ICU occupancy per million,36.445
United States,USA,23/11/2021,Daily hospital occupancy,47703
United States,USA,23/11/2021,Daily hospital occupancy per million,141.012
United States,USA,23/11/2021,Weekly new hospital admissions,43165
United States,USA,23/11/2021,Weekly new hospital admissions per million,127.598
United States,USA,24/11/2021,Daily ICU occupancy,12448
United States,USA,24/11/2021,Daily ICU occupancy per million,36.797
United States,USA,24/11/2021,Daily hospital occupancy,47901
United States,USA,24/11/2021,Daily hospital occupancy per million,141.598
United States,USA,24/11/2021,Weekly new hospital admissions,43629
United States,USA,24/11/2021,Weekly new hospital admissions per million,128.969
United States,USA,25/11/2021,Daily ICU occupancy,12471
United States,USA,25/11/2021,Daily ICU occupancy per million,36.865
United States,USA,25/11/2021,Daily hospital occupancy,47297
United States,USA,25/11/2021,Daily hospital occupancy per million,139.812
United States,USA,25/11/2021,Weekly new hospital admissions,43698
United States,USA,25/11/2021,Weekly new hospital admissions per million,129.173
United States,USA,26/11/2021,Daily ICU occupancy,12654
United States,USA,26/11/2021,Daily ICU occupancy per million,37.406
United States,USA,26/11/2021,Daily hospital occupancy,48189
United States,USA,26/11/2021,Daily hospital occupancy per million,142.449
United States,USA,26/11/2021,Weekly new hospital admissions,43394
United States,USA,26/11/2021,Weekly new hospital admissions per million,128.275
United States,USA,27/11/2021,Daily ICU occupancy,12849
United States,USA,27/11/2021,Daily ICU occupancy per million,37.982
United States,USA,27/11/2021,Daily hospital occupancy,49069
United States,USA,27/11/2021,Daily hospital occupancy per million,145.05
United States,USA,27/11/2021,Weekly new hospital admissions,44186
United States,USA,27/11/2021,Weekly new hospital admissions per million,130.616
United States,USA,28/11/2021,Daily ICU occupancy,13105
United States,USA,28/11/2021,Daily ICU occupancy per million,38.739
United States,USA,28/11/2021,Daily hospital occupancy,50165
United States,USA,28/11/2021,Daily hospital occupancy per million,148.29
United States,USA,28/11/2021,Weekly new hospital admissions,44801
United States,USA,28/11/2021,Weekly new hospital admissions per million,132.434
United States,USA,29/11/2021,Daily ICU occupancy,13379
United States,USA,29/11/2021,Daily ICU occupancy per million,39.549
United States,USA,29/11/2021,Daily hospital occupancy,51813
United States,USA,29/11/2021,Daily hospital occupancy per million,153.162
United States,USA,29/11/2021,Weekly new hospital admissions,45340
United States,USA,29/11/2021,Weekly new hospital admissions per million,134.027
United States,USA,30/11/2021,Daily ICU occupancy,13545
United States,USA,30/11/2021,Daily ICU occupancy per million,40.04
United States,USA,30/11/2021,Daily hospital occupancy,52644
United States,USA,30/11/2021,Daily hospital occupancy per million,155.618
United States,USA,30/11/2021,Weekly new hospital admissions,45901
United States,USA,30/11/2021,Weekly new hospital admissions per million,135.685
United States,USA,01/12/2021,Daily ICU occupancy,13671
United States,USA,01/12/2021,Daily ICU occupancy per million,40.412
United States,USA,01/12/2021,Daily hospital occupancy,53311
United States,USA,01/12/2021,Daily hospital occupancy per million,157.59
United States,USA,01/12/2021,Weekly new hospital admissions,46673
United States,USA,01/12/2021,Weekly new hospital admissions per million,137.967
United States,USA,02/12/2021,Daily ICU occupancy,13772
United States,USA,02/12/2021,Daily ICU occupancy per million,40.711
United States,USA,02/12/2021,Daily hospital occupancy,53587
United States,USA,02/12/2021,Daily hospital occupancy per million,158.406
United States,USA,02/12/2021,Weekly new hospital admissions,47527
United States,USA,02/12/2021,Weekly new hospital admissions per million,140.492
United States,USA,03/12/2021,Daily ICU occupancy,13888
United States,USA,03/12/2021,Daily ICU occupancy per million,41.054
United States,USA,03/12/2021,Daily hospital occupancy,54392
United States,USA,03/12/2021,Daily hospital occupancy per million,160.785
United States,USA,03/12/2021,Weekly new hospital admissions,49644
United States,USA,03/12/2021,Weekly new hospital admissions per million,146.75
United States,USA,04/12/2021,Daily ICU occupancy,13942
United States,USA,04/12/2021,Daily ICU occupancy per million,41.213
United States,USA,04/12/2021,Daily hospital occupancy,54572
United States,USA,04/12/2021,Daily hospital occupancy per million,161.317
United States,USA,04/12/2021,Weekly new hospital admissions,50493
United States,USA,04/12/2021,Weekly new hospital admissions per million,149.26
United States,USA,05/12/2021,Daily ICU occupancy,14149
United States,USA,05/12/2021,Daily ICU occupancy per million,41.825
United States,USA,05/12/2021,Daily hospital occupancy,55670
United States,USA,05/12/2021,Daily hospital occupancy per million,164.563
United States,USA,05/12/2021,Weekly new hospital admissions,51297
United States,USA,05/12/2021,Weekly new hospital admissions per million,151.636
United States,USA,06/12/2021,Daily ICU occupancy,14455
United States,USA,06/12/2021,Daily ICU occupancy per million,42.73
United States,USA,06/12/2021,Daily hospital occupancy,57447
United States,USA,06/12/2021,Daily hospital occupancy per million,169.816
United States,USA,06/12/2021,Weekly new hospital admissions,51847
United States,USA,06/12/2021,Weekly new hospital admissions per million,153.262
United States,USA,07/12/2021,Daily ICU occupancy,14771
United States,USA,07/12/2021,Daily ICU occupancy per million,43.664
United States,USA,07/12/2021,Daily hospital occupancy,58938
United States,USA,07/12/2021,Daily hospital occupancy per million,174.223
United States,USA,07/12/2021,Weekly new hospital admissions,52788
United States,USA,07/12/2021,Weekly new hospital admissions per million,156.044
United States,USA,08/12/2021,Daily ICU occupancy,14901
United States,USA,08/12/2021,Daily ICU occupancy per million,44.048
United States,USA,08/12/2021,Daily hospital occupancy,59721
United States,USA,08/12/2021,Daily hospital occupancy per million,176.538
United States,USA,08/12/2021,Weekly new hospital admissions,53647
United States,USA,08/12/2021,Weekly new hospital admissions per million,158.583
United States,USA,09/12/2021,Daily ICU occupancy,14992
United States,USA,09/12/2021,Daily ICU occupancy per million,44.317
United States,USA,09/12/2021,Daily hospital occupancy,60371
United States,USA,09/12/2021,Daily hospital occupancy per million,178.459
United States,USA,09/12/2021,Weekly new hospital admissions,54693
United States,USA,09/12/2021,Weekly new hospital admissions per million,161.675
United States,USA,10/12/2021,Daily ICU occupancy,15236
United States,USA,10/12/2021,Daily ICU occupancy per million,45.038
United States,USA,10/12/2021,Daily hospital occupancy,61162
United States,USA,10/12/2021,Daily hospital occupancy per million,180.798
United States,USA,10/12/2021,Weekly new hospital admissions,55244
United States,USA,10/12/2021,Weekly new hospital admissions per million,163.304
United States,USA,11/12/2021,Daily ICU occupancy,15326
United States,USA,11/12/2021,Daily ICU occupancy per million,45.304
United States,USA,11/12/2021,Daily hospital occupancy,60921
United States,USA,11/12/2021,Daily hospital occupancy per million,180.085
United States,USA,11/12/2021,Weekly new hospital admissions,55620
United States,USA,11/12/2021,Weekly new hospital admissions per million,164.415
United States,USA,12/12/2021,Daily ICU occupancy,15595
United States,USA,12/12/2021,Daily ICU occupancy per million,46.1
United States,USA,12/12/2021,Daily hospital occupancy,61722
United States,USA,12/12/2021,Daily hospital occupancy per million,182.453
United States,USA,12/12/2021,Weekly new hospital admissions,56020
United States,USA,12/12/2021,Weekly new hospital admissions per million,165.598
United States,USA,13/12/2021,Daily ICU occupancy,15914
United States,USA,13/12/2021,Daily ICU occupancy per million,47.042
United States,USA,13/12/2021,Daily hospital occupancy,63084
United States,USA,13/12/2021,Daily hospital occupancy per million,186.479
United States,USA,13/12/2021,Weekly new hospital admissions,55868
United States,USA,13/12/2021,Weekly new hospital admissions per million,165.148
United States,USA,14/12/2021,Daily ICU occupancy,15993
United States,USA,14/12/2021,Daily ICU occupancy per million,47.276
United States,USA,14/12/2021,Daily hospital occupancy,63244
United States,USA,14/12/2021,Daily hospital occupancy per million,186.952
United States,USA,14/12/2021,Weekly new hospital admissions,55601
United States,USA,14/12/2021,Weekly new hospital admissions per million,164.359
United States,USA,15/12/2021,Daily ICU occupancy,15896
United States,USA,15/12/2021,Daily ICU occupancy per million,46.989
United States,USA,15/12/2021,Daily hospital occupancy,63226
United States,USA,15/12/2021,Daily hospital occupancy per million,186.899
United States,USA,15/12/2021,Weekly new hospital admissions,55442
United States,USA,15/12/2021,Weekly new hospital admissions per million,163.889
United States,USA,16/12/2021,Daily ICU occupancy,15909
United States,USA,16/12/2021,Daily ICU occupancy per million,47.028
United States,USA,16/12/2021,Daily hospital occupancy,63105
United States,USA,16/12/2021,Daily hospital occupancy per million,186.541
United States,USA,16/12/2021,Weekly new hospital admissions,55277
United States,USA,16/12/2021,Weekly new hospital admissions per million,163.401
United States,USA,17/12/2021,Daily ICU occupancy,15941
United States,USA,17/12/2021,Daily ICU occupancy per million,47.122
United States,USA,17/12/2021,Daily hospital occupancy,63090
United States,USA,17/12/2021,Daily hospital occupancy per million,186.497
United States,USA,17/12/2021,Weekly new hospital admissions,55249
United States,USA,17/12/2021,Weekly new hospital admissions per million,163.319
United States,USA,18/12/2021,Daily ICU occupancy,15906
United States,USA,18/12/2021,Daily ICU occupancy per million,47.019
United States,USA,18/12/2021,Daily hospital occupancy,62004
United States,USA,18/12/2021,Daily hospital occupancy per million,183.287
United States,USA,18/12/2021,Weekly new hospital admissions,55246
United States,USA,18/12/2021,Weekly new hospital admissions per million,163.31
United States,USA,19/12/2021,Daily ICU occupancy,15983
United States,USA,19/12/2021,Daily ICU occupancy per million,47.246
United States,USA,19/12/2021,Daily hospital occupancy,62545
United States,USA,19/12/2021,Daily hospital occupancy per million,184.886
United States,USA,19/12/2021,Weekly new hospital admissions,55367
United States,USA,19/12/2021,Weekly new hospital admissions per million,163.667
United States,USA,20/12/2021,Daily ICU occupancy,16210
United States,USA,20/12/2021,Daily ICU occupancy per million,47.917
United States,USA,20/12/2021,Daily hospital occupancy,63764
United States,USA,20/12/2021,Daily hospital occupancy per million,188.489
United States,USA,20/12/2021,Weekly new hospital admissions,55960
United States,USA,20/12/2021,Weekly new hospital admissions per million,165.42
United States,USA,21/12/2021,Daily ICU occupancy,16148
United States,USA,21/12/2021,Daily ICU occupancy per million,47.734
United States,USA,21/12/2021,Daily hospital occupancy,64086
United States,USA,21/12/2021,Daily hospital occupancy per million,189.441
United States,USA,21/12/2021,Weekly new hospital admissions,56671
United States,USA,21/12/2021,Weekly new hospital admissions per million,167.522
United States,USA,22/12/2021,Daily ICU occupancy,16251
United States,USA,22/12/2021,Daily ICU occupancy per million,48.039
United States,USA,22/12/2021,Daily hospital occupancy,65043
United States,USA,22/12/2021,Daily hospital occupancy per million,192.27
United States,USA,22/12/2021,Weekly new hospital admissions,57800
United States,USA,22/12/2021,Weekly new hospital admissions per million,170.859
United States,USA,23/12/2021,Daily ICU occupancy,16187
United States,USA,23/12/2021,Daily ICU occupancy per million,47.849
United States,USA,23/12/2021,Daily hospital occupancy,65661
United States,USA,23/12/2021,Daily hospital occupancy per million,194.097
United States,USA,23/12/2021,Weekly new hospital admissions,59277
United States,USA,23/12/2021,Weekly new hospital admissions per million,175.225
United States,USA,24/12/2021,Daily ICU occupancy,16240
United States,USA,24/12/2021,Daily ICU occupancy per million,48.006
United States,USA,24/12/2021,Daily hospital occupancy,65821
United States,USA,24/12/2021,Daily hospital occupancy per million,194.57
United States,USA,24/12/2021,Weekly new hospital admissions,60610
United States,USA,24/12/2021,Weekly new hospital admissions per million,179.166
United States,USA,25/12/2021,Daily ICU occupancy,16356
United States,USA,25/12/2021,Daily ICU occupancy per million,48.349
United States,USA,25/12/2021,Daily hospital occupancy,66446
United States,USA,25/12/2021,Daily hospital occupancy per million,196.417
United States,USA,25/12/2021,Weekly new hospital admissions,61860
United States,USA,25/12/2021,Weekly new hospital admissions per million,182.861
United States,USA,26/12/2021,Daily ICU occupancy,16590
United States,USA,26/12/2021,Daily ICU occupancy per million,49.041
United States,USA,26/12/2021,Daily hospital occupancy,69732
United States,USA,26/12/2021,Daily hospital occupancy per million,206.131
United States,USA,26/12/2021,Weekly new hospital admissions,64092
United States,USA,26/12/2021,Weekly new hospital admissions per million,189.459
United States,USA,27/12/2021,Daily ICU occupancy,17075
United States,USA,27/12/2021,Daily ICU occupancy per million,50.474
United States,USA,27/12/2021,Daily hospital occupancy,74692
United States,USA,27/12/2021,Daily hospital occupancy per million,220.793
United States,USA,27/12/2021,Weekly new hospital admissions,67582
United States,USA,27/12/2021,Weekly new hospital admissions per million,199.775
United States,USA,28/12/2021,Daily ICU occupancy,17274
United States,USA,28/12/2021,Daily ICU occupancy per million,51.063
United States,USA,28/12/2021,Daily hospital occupancy,79671
United States,USA,28/12/2021,Daily hospital occupancy per million,235.511
United States,USA,28/12/2021,Weekly new hospital admissions,72636
United States,USA,28/12/2021,Weekly new hospital admissions per million,214.715
United States,USA,29/12/2021,Daily ICU occupancy,17830
United States,USA,29/12/2021,Daily ICU occupancy per million,52.706
United States,USA,29/12/2021,Daily hospital occupancy,85506
United States,USA,29/12/2021,Daily hospital occupancy per million,252.76
United States,USA,29/12/2021,Weekly new hospital admissions,78792
United States,USA,29/12/2021,Weekly new hospital admissions per million,232.913
United States,USA,30/12/2021,Daily ICU occupancy,18158
United States,USA,30/12/2021,Daily ICU occupancy per million,53.676
United States,USA,30/12/2021,Daily hospital occupancy,89961
United States,USA,30/12/2021,Daily hospital occupancy per million,265.929
United States,USA,30/12/2021,Weekly new hospital admissions,85215
United States,USA,30/12/2021,Weekly new hospital admissions per million,251.899
United States,USA,31/12/2021,Daily ICU occupancy,18382
United States,USA,31/12/2021,Daily ICU occupancy per million,54.338
United States,USA,31/12/2021,Daily hospital occupancy,93776
United States,USA,31/12/2021,Daily hospital occupancy per million,277.206
United States,USA,31/12/2021,Weekly new hospital admissions,92322
United States,USA,31/12/2021,Weekly new hospital admissions per million,272.908
United States,USA,01/01/2022,Daily ICU occupancy,18863
United States,USA,01/01/2022,Daily ICU occupancy per million,55.76
United States,USA,01/01/2022,Daily hospital occupancy,96539
United States,USA,01/01/2022,Daily hospital occupancy per million,285.374
United States,USA,01/01/2022,Weekly new hospital admissions,98909
United States,USA,01/01/2022,Weekly new hospital admissions per million,292.379
United States,USA,02/01/2022,Daily ICU occupancy,19606
United States,USA,02/01/2022,Daily ICU occupancy per million,57.956
United States,USA,02/01/2022,Daily hospital occupancy,102671
United States,USA,02/01/2022,Daily hospital occupancy per million,303.5
United States,USA,02/01/2022,Weekly new hospital admissions,105297
United States,USA,02/01/2022,Weekly new hospital admissions per million,311.263
United States,USA,03/01/2022,Daily ICU occupancy,20341
United States,USA,03/01/2022,Daily ICU occupancy per million,60.129
United States,USA,03/01/2022,Daily hospital occupancy,108761
United States,USA,03/01/2022,Daily hospital occupancy per million,321.502
United States,USA,03/01/2022,Weekly new hospital admissions,111116
United States,USA,03/01/2022,Weekly new hospital admissions per million,328.464
United States,USA,04/01/2022,Daily ICU occupancy,21040
United States,USA,04/01/2022,Daily ICU occupancy per million,62.195
United States,USA,04/01/2022,Daily hospital occupancy,114846
United States,USA,04/01/2022,Daily hospital occupancy per million,339.49
United States,USA,04/01/2022,Weekly new hospital admissions,116770
United States,USA,04/01/2022,Weekly new hospital admissions per million,345.177
United States,USA,05/01/2022,Daily ICU occupancy,21529
United States,USA,05/01/2022,Daily ICU occupancy per million,63.641
United States,USA,05/01/2022,Daily hospital occupancy,121444
United States,USA,05/01/2022,Daily hospital occupancy per million,358.994
United States,USA,05/01/2022,Weekly new hospital admissions,122379
United States,USA,05/01/2022,Weekly new hospital admissions per million,361.758
United States,USA,06/01/2022,Daily ICU occupancy,22134
United States,USA,06/01/2022,Daily ICU occupancy per million,65.429
United States,USA,06/01/2022,Daily hospital occupancy,126976
United States,USA,06/01/2022,Daily hospital occupancy per million,375.347
United States,USA,06/01/2022,Weekly new hospital admissions,127757
United States,USA,06/01/2022,Weekly new hospital admissions per million,377.655
United States,USA,07/01/2022,Daily ICU occupancy,22862
United States,USA,07/01/2022,Daily ICU occupancy per million,67.581
United States,USA,07/01/2022,Daily hospital occupancy,131859
United States,USA,07/01/2022,Daily hospital occupancy per million,389.781
United States,USA,07/01/2022,Weekly new hospital admissions,132838
United States,USA,07/01/2022,Weekly new hospital admissions per million,392.675
United States,USA,08/01/2022,Daily ICU occupancy,23139
United States,USA,08/01/2022,Daily ICU occupancy per million,68.4
United States,USA,08/01/2022,Daily hospital occupancy,133576
United States,USA,08/01/2022,Daily hospital occupancy per million,394.857
United States,USA,08/01/2022,Weekly new hospital admissions,138339
United States,USA,08/01/2022,Weekly new hospital admissions per million,408.936
United States,USA,09/01/2022,Daily ICU occupancy,23789
United States,USA,09/01/2022,Daily ICU occupancy per million,70.321
United States,USA,09/01/2022,Daily hospital occupancy,137251
United States,USA,09/01/2022,Daily hospital occupancy per million,405.72
United States,USA,09/01/2022,Weekly new hospital admissions,141770
United States,USA,09/01/2022,Weekly new hospital admissions per million,419.078
United States,USA,10/01/2022,Daily ICU occupancy,24487
United States,USA,10/01/2022,Daily ICU occupancy per million,72.385
United States,USA,10/01/2022,Daily hospital occupancy,142248
United States,USA,10/01/2022,Daily hospital occupancy per million,420.491
United States,USA,10/01/2022,Weekly new hospital admissions,144561
United States,USA,10/01/2022,Weekly new hospital admissions per million,427.329
United States,USA,11/01/2022,Daily ICU occupancy,25081
United States,USA,11/01/2022,Daily ICU occupancy per million,74.141
United States,USA,11/01/2022,Daily hospital occupancy,145834
United States,USA,11/01/2022,Daily hospital occupancy per million,431.092
United States,USA,11/01/2022,Weekly new hospital admissions,147336
United States,USA,11/01/2022,Weekly new hospital admissions per million,435.532
United States,USA,12/01/2022,Daily ICU occupancy,25328
United States,USA,12/01/2022,Daily ICU occupancy per million,74.871
United States,USA,12/01/2022,Daily hospital occupancy,149670
United States,USA,12/01/2022,Daily hospital occupancy per million,442.431
United States,USA,12/01/2022,Weekly new hospital admissions,149725
United States,USA,12/01/2022,Weekly new hospital admissions per million,442.594
United States,USA,13/01/2022,Daily ICU occupancy,25558
United States,USA,13/01/2022,Daily ICU occupancy per million,75.551
United States,USA,13/01/2022,Daily hospital occupancy,151006
United States,USA,13/01/2022,Daily hospital occupancy per million,446.381
United States,USA,13/01/2022,Weekly new hospital admissions,151330
United States,USA,13/01/2022,Weekly new hospital admissions per million,447.338
United States,USA,14/01/2022,Daily ICU occupancy,25734
United States,USA,14/01/2022,Daily ICU occupancy per million,76.071
United States,USA,14/01/2022,Daily hospital occupancy,152033
United States,USA,14/01/2022,Daily hospital occupancy per million,449.416
United States,USA,14/01/2022,Weekly new hospital admissions,152933
United States,USA,14/01/2022,Weekly new hospital admissions per million,452.077
United States,USA,15/01/2022,Daily ICU occupancy,25802
United States,USA,15/01/2022,Daily ICU occupancy per million,76.272
United States,USA,15/01/2022,Daily hospital occupancy,149478
United States,USA,15/01/2022,Daily hospital occupancy per million,441.864
United States,USA,15/01/2022,Weekly new hospital admissions,153977
United States,USA,15/01/2022,Weekly new hospital admissions per million,455.163
United States,USA,16/01/2022,Daily ICU occupancy,25867
United States,USA,16/01/2022,Daily ICU occupancy per million,76.464
United States,USA,16/01/2022,Daily hospital occupancy,149973
United States,USA,16/01/2022,Daily hospital occupancy per million,443.327
United States,USA,16/01/2022,Weekly new hospital admissions,153366
United States,USA,16/01/2022,Weekly new hospital admissions per million,453.357
United States,USA,17/01/2022,Daily ICU occupancy,26077
United States,USA,17/01/2022,Daily ICU occupancy per million,77.085
United States,USA,17/01/2022,Daily hospital occupancy,150873
United States,USA,17/01/2022,Daily hospital occupancy per million,445.987
United States,USA,17/01/2022,Weekly new hospital admissions,151820
United States,USA,17/01/2022,Weekly new hospital admissions per million,448.787
United States,USA,18/01/2022,Daily ICU occupancy,26372
United States,USA,18/01/2022,Daily ICU occupancy per million,77.957
United States,USA,18/01/2022,Daily hospital occupancy,153220
United States,USA,18/01/2022,Daily hospital occupancy per million,452.925
United States,USA,18/01/2022,Weekly new hospital admissions,151023
United States,USA,18/01/2022,Weekly new hospital admissions per million,446.431
United States,USA,19/01/2022,Daily ICU occupancy,26458
United States,USA,19/01/2022,Daily ICU occupancy per million,78.211
United States,USA,19/01/2022,Daily hospital occupancy,154497
United States,USA,19/01/2022,Daily hospital occupancy per million,456.7
United States,USA,19/01/2022,Weekly new hospital admissions,149989
United States,USA,19/01/2022,Weekly new hospital admissions per million,443.374
United States,USA,20/01/2022,Daily ICU occupancy,26283
United States,USA,20/01/2022,Daily ICU occupancy per million,77.694
United States,USA,20/01/2022,Daily hospital occupancy,152923
United States,USA,20/01/2022,Daily hospital occupancy per million,452.047
United States,USA,20/01/2022,Weekly new hospital admissions,148735
United States,USA,20/01/2022,Weekly new hospital admissions per million,439.667
United States,USA,21/01/2022,Daily ICU occupancy,26023
United States,USA,21/01/2022,Daily ICU occupancy per million,76.925
United States,USA,21/01/2022,Daily hospital occupancy,150229
United States,USA,21/01/2022,Daily hospital occupancy per million,444.084
United States,USA,21/01/2022,Weekly new hospital admissions,146407
United States,USA,21/01/2022,Weekly new hospital admissions per million,432.786
United States,USA,22/01/2022,Daily ICU occupancy,25679
United States,USA,22/01/2022,Daily ICU occupancy per million,75.908
United States,USA,22/01/2022,Daily hospital occupancy,145668
United States,USA,22/01/2022,Daily hospital occupancy per million,430.601
United States,USA,22/01/2022,Weekly new hospital admissions,143652
United States,USA,22/01/2022,Weekly new hospital admissions per million,424.642
United States,USA,23/01/2022,Daily ICU occupancy,25528
United States,USA,23/01/2022,Daily ICU occupancy per million,75.462
United States,USA,23/01/2022,Daily hospital occupancy,144757
United States,USA,23/01/2022,Daily hospital occupancy per million,427.908
United States,USA,23/01/2022,Weekly new hospital admissions,141813
United States,USA,23/01/2022,Weekly new hospital admissions per million,419.206
United States,USA,24/01/2022,Daily ICU occupancy,25562
United States,USA,24/01/2022,Daily ICU occupancy per million,75.562
United States,USA,24/01/2022,Daily hospital occupancy,144760
United States,USA,24/01/2022,Daily hospital occupancy per million,427.917
United States,USA,24/01/2022,Weekly new hospital admissions,140617
United States,USA,24/01/2022,Weekly new hospital admissions per million,415.67
United States,USA,25/01/2022,Daily ICU occupancy,25311
United States,USA,25/01/2022,Daily ICU occupancy per million,74.82
United States,USA,25/01/2022,Daily hospital occupancy,143297
United States,USA,25/01/2022,Daily hospital occupancy per million,423.592
United States,USA,25/01/2022,Weekly new hospital admissions,139159
United States,USA,25/01/2022,Weekly new hospital admissions per million,411.36
United States,USA,26/01/2022,Daily ICU occupancy,25073
United States,USA,26/01/2022,Daily ICU occupancy per million,74.117
United States,USA,26/01/2022,Daily hospital occupancy,141674
United States,USA,26/01/2022,Daily hospital occupancy per million,418.795
United States,USA,26/01/2022,Weekly new hospital admissions,136255
United States,USA,26/01/2022,Weekly new hospital admissions per million,402.776
United States,USA,27/01/2022,Daily ICU occupancy,24470
United States,USA,27/01/2022,Daily ICU occupancy per million,72.334
United States,USA,27/01/2022,Daily hospital occupancy,137503
United States,USA,27/01/2022,Daily hospital occupancy per million,406.465
United States,USA,27/01/2022,Weekly new hospital admissions,132858
United States,USA,27/01/2022,Weekly new hospital admissions per million,392.734
United States,USA,28/01/2022,Daily ICU occupancy,24021
United States,USA,28/01/2022,Daily ICU occupancy per million,71.007
United States,USA,28/01/2022,Daily hospital occupancy,133318
United States,USA,28/01/2022,Daily hospital occupancy per million,394.094
United States,USA,28/01/2022,Weekly new hospital admissions,129613
